ANNOSCOLASTICO,PROVINCIA,ORDINESCUOLA,TIPOPOSTO,FASCIAETA,DOCENTITITOLARIMASCHI,DOCENTITITOLARIFEMMINE
201617,BRINDISI,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,13
201617,MODENA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,28
201617,NOVARA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,8,309
201617,PRATO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,2
201617,CROTONE,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,16,82
201617,PARMA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,79,182
201617,TERNI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,35,74
201617,LECCO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,13,312
201617,NOVARA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,177,335
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,20,44
201617,UDINE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,256,428
201617,PISA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,9,287
201617,BRINDISI,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,70,262
201617,UDINE,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,1
201617,NOVARA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,27,189
201617,OLBIA-TEMPIO,SCUOLA PRIMARIA,NORMALE,FINO A 34,1,3
201617,UDINE,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,22,738
201617,TARANTO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,14,67
201617,BENEVENTO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,249,461
201617,POTENZA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,6
201617,FROSINONE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,76,177
201617,SALERNO,SCUOLA INFANZIA,NORMALE,FINO A 34,1,8
201617,REGGIO EMILIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,15,44
201617,RAGUSA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,10
201617,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,86,268
201617,ROMA,SCUOLA PRIMARIA,NORMALE,FINO A 34,10,139
201617,VERCELLI,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,0,15
201617,TERNI,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,31
201617,TARANTO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,2,309
201617,CATANIA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,67,1641
201617,ISERNIA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,2,113
201617,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,3,9
201617,CASERTA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,10,33
201617,VARESE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,7,26
201617,BRINDISI,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,15
201617,COMO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,6,24
201617,CAGLIARI,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,5,110
201617,PRATO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,2,13
201617,LATINA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,475
201617,SALERNO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,45,1453
201617,MASSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,1,11
201617,SASSARI,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,284,463
201617,BERGAMO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,131,486
201617,FIRENZE,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,77
201617,TREVISO,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,43
201617,PALERMO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,46,706
201617,PESARO E URBINO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,91,241
201617,AREZZO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,11,33
201617,L'AQUILA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,56
201617,REGGIO CALABRIA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,25,674
201617,SIRACUSA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,77,167
201617,COSENZA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,10,166
201617,OLBIA-TEMPIO,SCUOLA INFANZIA,NORMALE,OLTRE 54,1,96
201617,PESCARA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,66,248
201617,SIRACUSA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,10,6
201617,PESCARA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,3,146
201617,AVELLINO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,4,73
201617,VENEZIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,638,768
201617,NUORO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,43,135
201617,TRAPANI,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,36,674
201617,SIRACUSA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,4,74
201617,NUORO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,2,17
201617,FERRARA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,2
201617,CAMPOBASSO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,68,167
201617,LODI,SCUOLA PRIMARIA,NORMALE,OLTRE 54,9,270
201617,BOLOGNA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,2,306
201617,BERGAMO,SCUOLA PRIMARIA,NORMALE,FINO A 34,8,140
201617,FIRENZE,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,28
201617,PARMA,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,105
201617,LUCCA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,1,3
201617,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,12,42
201617,POTENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,18,39
201617,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,1
201617,VITERBO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,34,107
201617,BERGAMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,31,63
201617,FOGGIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,683,822
201617,FIRENZE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,2,4
201617,TERAMO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,28
201617,PARMA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,3
201617,MANTOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,3,21
201617,NUORO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,8
201617,BARLETTA-ADRIA-TRANI,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,1,34
201617,PESCARA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,1
201617,AGRIGENTO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,62,194
201617,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,28,101
201617,RAGUSA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,205,358
201617,NAPOLI,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,107,4487
201617,CATANZARO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,36,140
201617,TRAPANI,SCUOLA INFANZIA,NORMALE,OLTRE 54,1,256
201617,FROSINONE,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,16,703
201617,MESSINA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,3
201617,SIENA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,0,5
201617,RAGUSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,7,20
201617,MEDIO-CAMPITANO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,0,63
201617,VIBO VALENTIA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,25
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,73,91
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,1,2
201617,UDINE,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,415,528
201617,PARMA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,14,436
201617,RAVENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,1,1
201617,BRINDISI,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,87,315
201617,NOVARA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,84,241
201617,BOLOGNA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,40,1304
201617,GORIZIA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,7,107
201617,TERAMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,14,63
201617,MILANO,SCUOLA PRIMARIA,NORMALE,OLTRE 54,130,3936
201617,LIVORNO,SCUOLA INFANZIA,NORMALE,OLTRE 54,1,152
201617,PALERMO,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,10,643
201617,TREVISO,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,350,784
201617,BERGAMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,33,114
201617,CATANIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,59,154
201617,ROMA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,8,257
201617,REGGIO EMILIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,17,13
201617,CALTANISSETTA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,46
201617,CROTONE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,124,202
201617,AGRIGENTO,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,18
201617,COSENZA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,77,256
201617,CASERTA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,147,415
201617,MODENA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,11,27
201617,CARBONIA-IGLESIAS,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,2,18
201617,ORISTANO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,7,189
201617,UDINE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,7,20
201617,FOGGIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,56,139
201617,BIELLA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,35,126
201617,BERGAMO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,128
201617,SONDRIO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,28
201617,PIACENZA,SCUOLA PRIMARIA,NORMALE,FINO A 34,0,29
201617,ROVIGO,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,1
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,1,0
201617,SIRACUSA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,248,497
201617,ENNA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,0,28
201617,RAVENNA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,28,174
201617,REGGIO CALABRIA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,0,15
201617,PERUGIA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,5,303
201617,PALERMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,50,88
201617,BELLUNO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,14,306
201617,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,379,545
201617,VITERBO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,36,211
201617,VICENZA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,28,768
201617,PORDENONE,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,14
201617,ASTI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,1,1
201617,AVELLINO,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,4,54
201617,REGGIO CALABRIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,93,241
201617,NAPOLI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,545,1345
201617,PRATO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,9
201617,TRIESTE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,5,13
201617,LIVORNO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,7
201617,SIENA,SCUOLA INFANZIA,SOSTEGNO,TRA 35 E 44,1,5
201617,LODI,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,12
201617,LECCE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,54,187
201617,BELLUNO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,0,19
201617,CROTONE,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,146,203
201617,ORISTANO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,9,22
201617,PISTOIA,SCUOLA INFANZIA,NORMALE,OLTRE 54,1,127
201617,REGGIO EMILIA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,3
201617,GROSSETO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,4,159
201617,GENOVA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,255,570
201617,BERGAMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,11,31
201617,MANTOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,4,25
201617,PERUGIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,452,793
201617,VARESE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,15,60
201617,COSENZA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,15,10
201617,PESCARA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,20,59
201617,PIACENZA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,0,4
201617,ANCONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,8,34
201617,MODENA,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,1,4
201617,OGLIASTRA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,6,50
201617,CASERTA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,27,1518
201617,MEDIO-CAMPITANO,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,0,1
201617,ENNA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,5,64
201617,UDINE,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,26
201617,CAGLIARI,SCUOLA INFANZIA,NORMALE,FINO A 34,0,18
201617,BIELLA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,24,96
201617,LECCE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,33,67
201617,RIETI,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,59,176
201617,RAGUSA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,10
201617,CALTANISSETTA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,69
201617,PAVIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,10,56
201617,FROSINONE,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,5
201617,IMPERIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,145,210
201617,PARMA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,16,558
201617,PESARO E URBINO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,6,26
201617,ASTI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO A 34,0,2
201617,AGRIGENTO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,11,99
201617,CAGLIARI,SCUOLA INFANZIA,NORMALE,TRA 45 E 54,6,338
201617,GROSSETO,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,0,6
201617,VERCELLI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,4,12
201617,ORISTANO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,15,22
201617,FOGGIA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,122
201617,NAPOLI,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,10,1098
201617,SIENA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,0,15
201617,RIMINI,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,11,449
201617,VERBANO-CUSIO-OSSOLA,SCUOLA PRIMARIA,NORMALE,FINO A 34,4,18
201617,LUCCA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,5
201617,PAVIA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,239,499
201617,NOVARA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,5,27
201617,SALERNO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,79,169
201617,BRESCIA,SCUOLA PRIMARIA,NORMALE,FINO A 34,12,236
201617,CASERTA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,19,458
201617,ISERNIA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,2
201617,POTENZA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,27
201617,PADOVA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,13,107
201617,PESCARA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,10
201617,PRATO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,9,28
201617,GROSSETO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,3,299
201617,BARI,SCUOLA INFANZIA,SOSTEGNO,TRA 45 E 54,1,55
201617,PERUGIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,7,141
201617,CUNEO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,17,35
201617,CATANZARO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,1,76
201617,L'AQUILA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,9
201617,CALTANISSETTA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,27,45
201617,PRATO,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,36,130
201617,MANTOVA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,7,14
201617,CAMPOBASSO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,3,52
201617,VERONA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,18,875
201617,MONZA E BRIANZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,1
201617,TRIESTE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,4,16
201617,L'AQUILA,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,88,261
201617,PESCARA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,37
201617,BERGAMO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,6,178
201617,VITERBO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,13,20
201617,VARESE,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,483,768
201617,PISA,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,2
201617,RAVENNA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,11
201617,NOVARA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,10,30
201617,TRAPANI,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,4,62
201617,CAMPOBASSO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO A 34,0,1
201617,LIVORNO,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,219,444
201617,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,39
201617,POTENZA,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,14
201617,FERRARA,SCUOLA PRIMARIA,SOSTEGNO,FINO A 34,3,40
201617,BIELLA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,12,21
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,0,3
201617,LUCCA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,92,150
201617,MACERATA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,49,196
201617,REGGIO EMILIA,SCUOLA PRIMARIA,SOSTEGNO,OLTRE 54,1,17
201617,FERMO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,0,1
201617,CATANIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,612,1197
201617,PERUGIA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,20,847
201617,VITERBO,SCUOLA INFANZIA,SOSTEGNO,FINO A 34,0,9
201617,NAPOLI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,73,115
201617,LATINA,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,2,195
201617,LECCE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,34,81
201617,CAGLIARI,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,0,128
201617,LA SPEZIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,1,32
201617,ORISTANO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,37
201617,PISA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,43,227
201617,GENOVA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,11,179
201617,IMPERIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,5,6
201617,SAVONA,SCUOLA PRIMARIA,NORMALE,FINO A 34,2,18
201617,FORLI'-CESENA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,20,560
201617,SALERNO,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,15,357
201617,ENNA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,34,345
201617,PESCARA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,40,135
201617,ANCONA,SCUOLA PRIMARIA,NORMALE,OLTRE 54,21,487
201617,RIETI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,8,16
201617,CALTANISSETTA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 35 E 44,29,106
201617,PORDENONE,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,62,105
201617,VENEZIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 35 E 44,101,213
201617,REGGIO CALABRIA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,8,252
201617,PISTOIA,SCUOLA SECONDARIA II GRADO,NORMALE,TRA 45 E 54,132,293
201617,TERAMO,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,4,443
201617,LUCCA,SCUOLA SECONDARIA I GRADO,NORMALE,TRA 45 E 54,60,205
201617,VICENZA,SCUOLA PRIMARIA,NORMALE,FINO A 34,1,99
201617,ORISTANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 45 E 54,9,24
201617,TREVISO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,9,51
201617,VERONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,10,8
201617,SALERNO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,OLTRE 54,64,163
201617,NUORO,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,34,159
201617,SONDRIO,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,7
201617,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 45 E 54,1,28
201617,MILANO,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,7
201617,BARLETTA-ADRIA-TRANI,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,217
201617,VITERBO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,0,123
201617,PADOVA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO A 34,5,8
201617,COSENZA,SCUOLA INFANZIA,NORMALE,FINO A 34,0,10
201617,PISA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,10,48
201617,BOLOGNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,38,142
201617,FORLI'-CESENA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,4,51
201617,LODI,SCUOLA SECONDARIA I GRADO,NORMALE,OLTRE 54,34,124
201617,BENEVENTO,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,5,65
201617,TERNI,SCUOLA PRIMARIA,NORMALE,OLTRE 54,4,275
201617,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,1,4
201617,MACERATA,SCUOLA PRIMARIA,NORMALE,TRA 45 E 54,9,496
201617,LATINA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,469,688
201617,PISTOIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,19,21
201617,LECCE,SCUOLA INFANZIA,SOSTEGNO,OLTRE 54,0,18
201617,GENOVA,SCUOLA PRIMARIA,NORMALE,FINO A 34,2,37
201617,MESSINA,SCUOLA PRIMARIA,NORMALE,TRA 35 E 44,7,273
201617,VIBO VALENTIA,SCUOLA PRIMARIA,SOSTEGNO,TRA 35 E 44,3,36
201617,COSENZA,SCUOLA SECONDARIA II GRADO,NORMALE,OLTRE 54,866,1115
201617,L'AQUILA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 35 E 44,15,36
201617,PESARO E URBINO,SCUOLA INFANZIA,NORMALE,OLTRE 54,0,196
201617,PADOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,TRA 45 E 54,16,59
201617,BARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,TRA 35 E 44,43,197
201617,TORINO,SCUOLA INFANZIA,NORMALE,TRA 35 E 44,7,672
201617,BOLOGNA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO A 34,18,13
201617,FOGGIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,OLTRE 54,40,61
